,2_1_EVENT,2_1_name,2_1_wins,2_1_losses,2_1_draws,2_1_height_cm,2_1_weight_in_kg,2_1_reach_in_cm,2_1_significant_strikes_landed_per_minute,2_1_significant_striking_accuracy,2_1_significant_strikes_absorbed_per_minute,2_1_significant_strike_defence,2_1_average_takedowns_landed_per_15_minutes,2_1_takedown_accuracy,2_1_takedown_defense,2_1_average_submissions_attempted_per_15_minutes,2_1_age,2_1_stance_Open Stance,2_1_stance_Orthodox,2_1_stance_Sideways,2_1_stance_Southpaw,2_1_stance_Switch,2_1_stance_Unknown,2_1_rolling_win_rate,2_name,2_wins,2_losses,2_draws,2_height_cm,2_weight_in_kg,2_reach_in_cm,2_significant_strikes_landed_per_minute,2_significant_striking_accuracy,2_significant_strikes_absorbed_per_minute,2_significant_strike_defence,2_average_takedowns_landed_per_15_minutes,2_takedown_accuracy,2_takedown_defense,2_average_submissions_attempted_per_15_minutes,2_age,2_stance_Open Stance,2_stance_Orthodox,2_stance_Sideways,2_stance_Southpaw,2_stance_Switch,2_stance_Unknown,2_rolling_win_rate,outcome
55,UFC Fight Night: Vettori vs. Dolidze 2 ,,18.863975155279505,7.664472049689441,0.24298136645962734,178.55127204968943,76.22416149068323,183.06949317111457,3.4670869565217393,44.337391304347825,3.300068322981367,54.241863354037264,1.5921068322981364,38.498260869565215,60.26273291925466,0.6516645962732919,38.552173913043475,0.0018633540372670807,0.7434782608695653,0.0002484472049689441,0.19826086956521738,0.051925465838509315,0.00422360248447205,0.5468178851984664,brendson ribeiro,15.0,5.0,0.0,190.5,92.99,205.74,8.46,46.0,5.29,64.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0
56,UFC Fight Night: Vettori vs. Dolidze 2 ,seungwoo choi,11.0,6.0,0.0,182.88,65.77,187.96,3.48,38.0,3.02,47.0,0.87,54.0,69.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,kevin vallejos,11.0,1.0,0.0,170.18,65.77,172.72,4.73,44.0,5.8,51.0,0.0,0.0,66.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4092429168601951,0
57,UFC Fight Night: Vettori vs. Dolidze 2 ,waldo cortes-acosta,10.0,1.0,0.0,193.04,117.93,198.12,6.97,50.0,4.06,52.0,0.0,0.0,60.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,ryan spann,21.0,9.0,0.0,195.58,92.99,200.66,3.42,40.0,3.91,45.0,1.29,35.0,47.0,1.5,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
58,UFC Fight Night: Vettori vs. Dolidze 2 ,,18.863975155279505,7.664472049689441,0.24298136645962734,178.55127204968943,76.22416149068323,183.06949317111457,3.4670869565217393,44.337391304347825,3.300068322981367,54.241863354037264,1.5921068322981364,38.498260869565215,60.26273291925466,0.6516645962732919,38.552173913043475,0.0018633540372670807,0.7434782608695653,0.0002484472049689441,0.19826086956521738,0.051925465838509315,0.00422360248447205,0.5468178851984664,aj cunningham,10.0,3.0,0.0,177.8,65.77,180.34,7.58,24.0,11.32,54.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
59,UFC Fight Night: Vettori vs. Dolidze 2 ,carlos vera,11.0,3.0,0.0,177.8,61.23,181.80887362637364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
60,UFC Fight Night: Vettori vs. Dolidze 2 ,stephanie luciano,5.0,1.0,1.0,167.64,52.16,165.1,5.8,57.0,2.33,61.0,1.0,100.0,83.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,sam hughes,8.0,5.0,0.0,165.1,52.16,162.56,3.79,46.0,4.23,54.0,1.12,41.0,57.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
61,UFC Fight Night: Vettori vs. Dolidze 2 ,daniel barez,16.0,6.0,0.0,167.64,56.7,167.64,3.8,53.0,5.32,55.0,4.07,31.0,91.0,1.6,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,andre lima,7.0,0.0,0.0,170.18,56.7,170.18,4.07,66.0,1.67,67.0,1.0,100.0,100.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
62,UFC Fight Night: Vettori vs. Dolidze 2 ,josiane nunes,10.0,1.0,0.0,157.48,65.77,170.18,7.22,44.0,5.85,52.0,0.0,0.0,70.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,priscila cachoeira,12.0,5.0,0.0,170.18,56.7,165.1,4.12,43.0,7.13,45.0,0.18,33.0,65.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
63,UFC Fight Night: Vettori vs. Dolidze 2 ,,18.863975155279505,7.664472049689441,0.24298136645962734,178.55127204968943,76.22416149068323,183.06949317111457,3.4670869565217393,44.337391304347825,3.300068322981367,54.241863354037264,1.5921068322981364,38.498260869565215,60.26273291925466,0.6516645962732919,38.552173913043475,0.0018633540372670807,0.7434782608695653,0.0002484472049689441,0.19826086956521738,0.051925465838509315,0.00422360248447205,0.5468178851984664,carli judice,3.0,1.0,0.0,170.18,56.7,172.72,11.2,57.0,12.27,54.0,0.0,0.0,50.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
64,UFC 313: Pereira vs. Ankalaev ,alex pereira,9.0,2.0,0.0,193.04,92.99,200.66,5.0,62.0,3.65,50.0,0.19,100.0,70.0,0.4,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,magomed ankalaev,18.0,1.0,1.0,190.5,92.99,190.5,3.56,52.0,2.2,58.0,1.07,31.0,86.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
65,UFC 313: Pereira vs. Ankalaev ,justin gaethje,25.0,4.0,0.0,180.34,70.31,177.8,7.35,60.0,7.5,53.0,0.13,25.0,75.0,0.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,rafael fiziev,12.0,3.0,0.0,172.72,70.31,180.34,4.9,51.0,4.97,49.0,0.29,40.0,89.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0
66,UFC 313: Pereira vs. Ankalaev ,jalin turner,14.0,7.0,0.0,190.5,70.31,195.58,6.02,48.0,4.63,41.0,0.88,55.0,75.0,1.2,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,ignacio bahamondes,14.0,5.0,0.0,190.5,70.31,190.5,6.97,46.0,4.36,57.0,0.0,0.0,85.0,0.4,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
67,UFC 313: Pereira vs. Ankalaev ,amanda lemos,13.0,3.0,1.0,162.56,52.16,165.1,3.54,55.0,4.66,42.0,0.82,55.0,55.0,0.8,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,iasmin lucindo,15.0,5.0,0.0,160.02,52.16,167.64,3.33,39.0,3.23,67.0,2.33,66.0,66.0,0.4,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
68,UFC 313: Pereira vs. Ankalaev ,,18.863975155279505,7.664472049689441,0.24298136645962734,178.55127204968943,76.22416149068323,183.06949317111457,3.4670869565217393,44.337391304347825,3.300068322981367,54.241863354037264,1.5921068322981364,38.498260869565215,60.26273291925466,0.6516645962732919,38.552173913043475,0.0018633540372670807,0.7434782608695653,0.0002484472049689441,0.19826086956521738,0.051925465838509315,0.00422360248447205,0.5468178851984664,mauricio ruffy,9.0,1.0,0.0,180.34,77.11,190.5,4.75,58.0,4.07,58.0,0.0,0.0,100.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
69,UFC 313: Pereira vs. Ankalaev ,joshua van,9.0,1.0,0.0,165.1,56.7,165.1,9.2,51.0,5.93,63.0,1.0,33.0,87.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,rei tsuruya,8.0,0.0,0.0,167.64,56.7,172.72,2.91,63.0,1.64,42.0,7.74,57.0,50.0,2.8,22.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
70,UFC 313: Pereira vs. Ankalaev ,brunno ferreira,10.0,1.0,0.0,177.8,83.91,182.88,5.79,53.0,5.22,47.0,0.0,0.0,50.0,0.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,armen petrosyan,9.0,2.0,0.0,190.5,83.91,180.34,5.97,52.0,3.03,56.0,0.23,33.0,36.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0
71,UFC 313: Pereira vs. Ankalaev ,alex morono,23.0,9.0,0.0,180.34,77.11,182.88,5.02,41.0,4.17,58.0,0.34,22.0,50.0,0.3,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
72,UFC 313: Pereira vs. Ankalaev ,,18.863975155279505,7.664472049689441,0.24298136645962734,178.55127204968943,76.22416149068323,183.06949317111457,3.4670869565217393,44.337391304347825,3.300068322981367,54.241863354037264,1.5921068322981364,38.498260869565215,60.26273291925466,0.6516645962732919,38.552173913043475,0.0018633540372670807,0.7434782608695653,0.0002484472049689441,0.19826086956521738,0.051925465838509315,0.00422360248447205,0.5468178851984664,francis marshall,7.0,2.0,0.0,175.26,65.77,182.88,3.66,33.0,4.07,53.0,3.29,50.0,0.0,0.7,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0
73,UFC 313: Pereira vs. Ankalaev ,,18.863975155279505,7.664472049689441,0.24298136645962734,178.55127204968943,76.22416149068323,183.06949317111457,3.4670869565217393,44.337391304347825,3.300068322981367,54.241863354037264,1.5921068322981364,38.498260869565215,60.26273291925466,0.6516645962732919,38.552173913043475,0.0018633540372670807,0.7434782608695653,0.0002484472049689441,0.19826086956521738,0.051925465838509315,0.00422360248447205,0.5468178851984664,ozzy diaz,7.0,2.0,0.0,193.04,83.91,200.66,1.65,32.0,3.91,44.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
74,UFC Fight Night: Kape vs. Almabayev ,manel kape,19.0,6.0,0.0,165.1,56.7,172.72,5.12,54.0,4.51,59.0,0.65,37.0,77.0,0.4,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
75,UFC Fight Night: Kape vs. Almabayev ,cody brundage,10.0,5.0,0.0,182.88,83.91,182.88,1.8,55.0,2.51,43.0,2.69,52.0,73.0,1.1,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,julian marquez,9.0,4.0,0.0,187.96,83.91,182.88,4.86,44.0,4.99,51.0,0.0,0.0,53.0,2.6,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0
76,UFC Fight Night: Kape vs. Almabayev ,nasrat haqparast,15.0,5.0,0.0,177.8,70.31,182.88,5.73,44.0,5.26,64.0,0.32,20.0,78.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,esteban ribovics,12.0,1.0,0.0,177.8,70.31,175.26,6.16,52.0,3.4,52.0,0.95,66.0,60.0,0.5,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0
77,UFC Fight Night: Kape vs. Almabayev ,hyder amil,8.0,0.0,0.0,175.26,65.77,177.8,1.73,52.0,1.47,53.0,0.0,0.0,78.0,1.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,william gomis,13.0,2.0,0.0,182.88,65.77,185.42,2.62,46.0,1.49,75.0,1.06,60.0,81.0,0.7,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0
78,UFC Fight Night: Kape vs. Almabayev ,danny barlow,7.0,0.0,0.0,187.96,77.11,200.66,12.15,57.0,5.32,61.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,sam patterson,10.0,2.0,1.0,190.5,70.31,198.12,2.56,36.0,3.98,44.0,0.0,0.0,33.0,2.8,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0
79,UFC Fight Night: Kape vs. Almabayev ,austen lane,12.0,4.0,0.0,198.12,111.13,203.2,4.48,47.0,2.85,48.0,0.0,0.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
80,UFC Fight Night: Kape vs. Almabayev ,ricardo ramos,16.0,5.0,0.0,175.26,65.77,182.88,3.21,37.0,3.78,57.0,2.79,59.0,72.0,0.7,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,chepe mariscal,15.0,6.0,1.0,170.18,65.77,175.26,4.67,53.0,3.95,52.0,3.22,38.0,100.0,0.6,32.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
81,UFC Fight Night: Kape vs. Almabayev ,danny silva,8.0,1.0,0.0,180.34,65.77,177.8,13.6,64.0,13.13,59.0,2.0,66.0,100.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,lucas almeida,14.0,2.0,0.0,180.34,65.77,180.34,5.29,47.0,5.29,45.0,0.0,0.0,40.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0
82,UFC Fight Night: Kape vs. Almabayev ,andrea lee,13.0,8.0,0.0,167.64,56.7,175.26,4.91,47.0,3.69,63.0,1.84,57.0,54.0,0.6,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,jj aldrich,13.0,6.0,0.0,165.1,56.7,170.18,4.05,46.0,4.53,60.0,0.71,25.0,66.0,0.0,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0
83,UFC Fight Night: Kape vs. Almabayev ,charles johnson,13.0,6.0,0.0,175.26,56.7,177.8,4.34,55.0,3.27,54.0,0.19,14.0,62.0,0.2,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
84,UFC Fight Night: Cejudo vs. Song ,henry cejudo,16.0,3.0,0.0,162.56,61.23,162.56,3.93,47.0,3.15,60.0,2.07,34.0,83.0,0.2,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,song yadong,20.0,7.0,1.0,172.72,61.23,170.18,4.61,42.0,3.77,59.0,0.53,55.0,72.0,0.2,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
85,UFC Fight Night: Cejudo vs. Song ,brendan allen,23.0,5.0,0.0,187.96,83.91,190.5,3.87,54.0,3.6,46.0,1.36,47.0,58.0,1.7,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,anthony hernandez,11.0,2.0,0.0,182.88,83.91,190.5,4.33,62.0,3.36,46.0,6.79,57.0,63.0,2.9,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0
86,UFC Fight Night: Cejudo vs. Song ,rob font,20.0,8.0,0.0,172.72,61.23,180.34,5.53,45.0,3.65,56.0,0.89,35.0,46.0,0.3,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,jean matsumoto,14.0,0.0,0.0,167.64,61.23,172.72,6.67,36.0,6.6,49.0,0.0,0.0,66.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0
87,UFC Fight Night: Cejudo vs. Song ,jean silva,11.0,2.0,0.0,170.18,65.77,175.26,5.8,48.0,4.73,55.0,1.0,33.0,100.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,melsik baghdasaryan,8.0,2.0,0.0,175.26,65.77,177.8,5.28,61.0,3.06,58.0,0.0,0.0,72.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0
88,UFC Fight Night: Cejudo vs. Song ,jean silva,19.0,12.0,3.0,167.64,72.57,181.80887362637364,0.73,22.0,2.93,52.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,melsik baghdasaryan,8.0,2.0,0.0,175.26,65.77,177.8,5.28,61.0,3.06,58.0,0.0,0.0,72.0,0.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0
89,UFC Fight Night: Cejudo vs. Song ,alonzo menifield,14.0,3.0,1.0,182.88,92.99,193.04,3.82,57.0,3.09,52.0,0.62,30.0,75.0,0.3,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
90,UFC Fight Night: Cejudo vs. Song ,ion cutelaba,17.0,9.0,1.0,185.42,92.99,190.5,4.63,43.0,3.29,48.0,4.75,58.0,77.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,ibo aslan,12.0,1.0,0.0,190.5,92.99,195.58,8.87,72.0,3.38,63.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
91,UFC Fight Night: Cejudo vs. Song ,andre fili,22.0,10.0,0.0,180.34,65.77,187.96,3.83,37.0,4.13,51.0,2.22,47.0,69.0,0.3,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,melquizael costa,20.0,6.0,0.0,177.8,70.31,180.34,5.11,45.0,2.53,64.0,1.87,37.0,42.0,0.6,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0
92,UFC Fight Night: Cejudo vs. Song ,,18.863975155279505,7.664472049689441,0.24298136645962734,178.55127204968943,76.22416149068323,183.06949317111457,3.4670869565217393,44.337391304347825,3.300068322981367,54.241863354037264,1.5921068322981364,38.498260869565215,60.26273291925466,0.6516645962732919,38.552173913043475,0.0018633540372670807,0.7434782608695653,0.0002484472049689441,0.19826086956521738,0.051925465838509315,0.00422360248447205,0.5468178851984664,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
93,UFC Fight Night: Cejudo vs. Song ,ricky simon,20.0,4.0,0.0,167.64,61.23,175.26,3.01,44.0,3.23,62.0,5.84,50.0,75.0,0.4,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,javid basharat,14.0,0.0,0.0,175.26,61.23,175.26,5.65,61.0,2.5,63.0,2.09,50.0,85.0,0.2,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0
94,UFC Fight Night: Cejudo vs. Song ,nikolay veretennikov,9.0,4.0,0.0,185.42,77.11,187.96,3.47,65.0,3.53,56.0,0.0,0.0,50.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,austin vanderford,4.0,0.0,0.0,180.34,77.11,181.80887362637364,3.9,52.0,5.19,45.0,0.0,0.0,100.0,1.9,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4092429168601951,0
95,UFC Fight Night: Cejudo vs. Song ,nursulton ruziboev,35.0,8.0,2.0,195.58,83.91,193.04,4.68,66.0,2.34,40.0,11.69,100.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
96,UFC Fight Night: Cejudo vs. Song ,modestas bukauskas,15.0,6.0,0.0,190.5,92.99,198.12,3.28,41.0,3.87,50.0,0.0,0.0,71.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
97,UFC Fight Night: Cannonier vs. Rodrigues ,jared cannonier,17.0,6.0,0.0,180.34,83.91,195.58,4.68,52.0,4.13,59.0,0.44,42.0,63.0,0.0,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,gregory rodrigues,14.0,5.0,0.0,190.5,83.91,190.5,5.99,55.0,5.67,51.0,2.4,50.0,100.0,0.5,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
98,UFC Fight Night: Cannonier vs. Rodrigues ,calvin kattar,23.0,7.0,0.0,180.34,65.77,182.88,5.12,39.0,7.1,54.0,0.42,29.0,91.0,0.1,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,youssef zalal,10.0,5.0,1.0,177.8,61.23,182.88,2.75,48.0,1.75,64.0,2.14,31.0,60.0,1.1,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0
99,UFC Fight Night: Cannonier vs. Rodrigues ,edmen shahbazyan,12.0,4.0,0.0,187.96,83.91,190.5,3.46,51.0,4.13,43.0,2.17,39.0,63.0,0.6,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,dylan budka,7.0,2.0,0.0,182.88,83.91,190.5,1.47,66.0,0.73,52.0,2.0,28.0,100.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
100,UFC Fight Night: Cannonier vs. Rodrigues ,ismael bonfim,19.0,4.0,0.0,172.72,70.31,180.34,4.91,57.0,2.66,76.0,1.11,28.0,81.0,0.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,nazim sadykhov,9.0,1.0,1.0,177.8,70.31,175.26,4.94,48.0,5.72,48.0,1.71,62.0,75.0,0.3,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0
101,UFC Fight Night: Cannonier vs. Rodrigues ,rodolfo vieira,9.0,2.0,0.0,182.88,83.91,185.42,3.36,54.0,4.84,48.0,3.7,26.0,100.0,1.4,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,andre petroski,10.0,3.0,0.0,182.88,83.91,185.42,3.61,51.0,3.03,51.0,4.48,54.0,71.0,2.5,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0
102,UFC Fight Night: Cannonier vs. Rodrigues ,connor matthews,7.0,1.0,0.0,172.72,65.77,180.34,5.13,44.0,5.57,55.0,3.5,58.0,50.0,1.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
103,UFC Fight Night: Cannonier vs. Rodrigues ,angela hill,16.0,13.0,0.0,160.02,52.16,162.56,5.44,50.0,4.94,61.0,0.73,34.0,75.0,0.1,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,ketlen souza,13.0,4.0,0.0,160.02,56.7,160.02,0.0,0.0,1.71,70.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0
104,UFC Fight Night: Cannonier vs. Rodrigues ,rafael estevam,12.0,0.0,0.0,172.72,56.7,175.26,2.94,64.0,3.35,34.0,3.35,19.0,0.0,0.7,28.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,jesus aguilar,9.0,2.0,0.0,162.56,56.7,157.48,1.69,49.0,1.03,63.0,2.72,37.0,0.0,1.8,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0
105,UFC Fight Night: Cannonier vs. Rodrigues ,gabriel bonfim,15.0,1.0,0.0,185.42,77.11,182.88,4.87,40.0,5.25,59.0,4.75,71.0,100.0,3.8,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.75,khaos williams,14.0,3.0,0.0,182.88,77.11,195.58,5.77,39.0,5.33,42.0,0.0,0.0,80.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0
106,UFC Fight Night: Cannonier vs. Rodrigues ,vince morales,11.0,7.0,0.0,175.26,61.23,177.8,4.17,37.0,4.24,53.0,0.14,25.0,64.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,,16.904613466334165,7.123316708229426,0.26184538653366585,178.50277556109725,76.04575311720697,182.63777823983995,3.334996259351621,43.17805486284289,3.4794339152119704,52.23266832917706,1.4639675810473816,35.81346633416459,56.50286783042394,0.6059725685785535,37.268952618453866,0.0011221945137157108,0.7433915211970075,0.0004987531172069825,0.1901496259351621,0.05486284289276808,0.00997506234413965,0.4684200282696263,0
107,UFC Fight Night: Cannonier vs. Rodrigues ,dontale mayes,10.0,6.0,0.0,198.12,117.93,205.74,3.6,44.0,3.84,46.0,0.79,43.0,60.0,0.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,valter walker,11.0,0.0,0.0,177.8,77.11,181.80887362637364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0
