EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,fight_date,f1_open_odds,f2_open_odds,f1_close_odds,f2_close_odds,f1_open_odds_ts,f2_open_odds_ts,f1_close_odds_ts,f2_close_odds_ts,f1_odds_history_points,f2_odds_history_points,odds_matched,odds_event,odds_matchup_id,odds_source_url,odds_inferred
UFC Fight Night: Adesanya vs. Pyfer,Casey O'Neill vs. Gabriella Fernandes,W/L,Women's Flyweight Bout,KO/TKO ,1,3:11,3 Rnd (5-5-5),Mike Beltran,Punches to Head At Distance ,http://ufcstats.com/fight-details/1c50e43770ba84fc,2026-03-28,114,-114,119,-119,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Adesanya vs. Pyfer,Navajo Stirling vs. Bruno Lopes,W/L,Light Heavyweight Bout,KO/TKO ,2,4:05,3 Rnd (5-5-5),Keith Peterson,Punches to Head From Mount ,http://ufcstats.com/fight-details/dbf1ee1a1912c735,2026-03-28,-100,-100,-100,-100,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Adesanya vs. Pyfer,Ricky Simon vs. Adrian Yanez,D/D,Bantamweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Blake Grice,Antonio Guerrero 28 - 29.Eric Colon 28 - 28.Sal D'amato 28 - 28.,http://ufcstats.com/fight-details/a997593977ba8cad,2026-03-28,116,-116,121,-121,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Adesanya vs. Pyfer,Alexia Thainara vs. Bruna Brasil,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),BobbyWombacher,Marlon Perry 27 - 30.Mike Bell 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/796e1151896195aa,2026-03-28,112,-112,114,-114,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Evloev vs. Murphy,Movsar Evloev vs. Lerone Murphy,W/L,Featherweight Bout,Decision - Majority ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Ben Cartlidge 46 - 48.Derek Cleary 46 - 48.Clemens Werner 47 - 47.,http://ufcstats.com/fight-details/346e3897c2ead99a,2026-03-21,-118,118,-120,120,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Evloev vs. Murphy,Luke Riley vs. Michael Aswell Jr.,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Anders Ohlsson 27 - 30.Darryl Ransom 27 - 30.Vito Paolillo 27 - 30.,http://ufcstats.com/fight-details/fa534aaa5b997a69,2026-03-21,-100,-100,-100,-100,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Evloev vs. Murphy,Michael Page vs. Sam Patterson,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Darryl Ransom 27 - 30.David Lethaby 28 - 29.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/5ee11b727e89e8ad,2026-03-21,125,-125,140,-140,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Evloev vs. Murphy,Iwo Baraniewski vs. Austen Lane,W/L,Light Heavyweight Bout,KO/TKO ,1,0:28,3 Rnd (5-5-5),Lukasz Bosacki,Punch to Head At Distance ,http://ufcstats.com/fight-details/43e26b46cbb51985,2026-03-21,-141,141,-139,139,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Evloev vs. Murphy,Roman Dolidze vs. Christian Leroy Duncan,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Anders Ohlsson 28 - 29.Darryl Ransom 28 - 29.Clemens Werner 28 - 29.,http://ufcstats.com/fight-details/562d916f55918901,2026-03-21,149,-149,160,-160,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Evloev vs. Murphy,Kurtis Campbell vs. Danny Silva,L/W,Featherweight Bout,KO/TKO ,2,0:31,3 Rnd (5-5-5),Rich Mitchell,Punches to Head At Distance ,http://ufcstats.com/fight-details/4e58bcc0d27042fd,2026-03-21,-221,221,-217,217,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Evloev vs. Murphy,Mason Jones vs. Axel Sola,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Darryl Ransom 27 - 30.David Lethaby 28 - 29.Anders Ohlsson 28 - 29.,http://ufcstats.com/fight-details/3ee578ddd071ad4c,2026-03-21,-127,127,-135,135,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Evloev vs. Murphy,Nathaniel Wood vs. Losene Keita,W/L,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Vito Paolillo 29 - 28.Ben Cartlidge 28 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/3b9f50f07d9a1601,2026-03-21,-119,119,-124,124,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Evloev vs. Murphy,Mario Pinto vs. Felipe Franco,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,David Lethaby 28 - 29.Kevin Manderson 28 - 29.Darryl Ransom 28 - 29.,http://ufcstats.com/fight-details/90187edeeda7e6d6,2026-03-21,-100,-100,-100,-100,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Evloev vs. Murphy,Mantas Kondratavicius vs. Antonio Trocoli,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Derek Cleary 27 - 30.Vito Paolillo 27 - 29.Clemens Werner 27 - 29.,http://ufcstats.com/fight-details/8817bd21b6d0a989,2026-03-21,-157,157,-169,169,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Evloev vs. Murphy,Louie Sutherland vs. Brando Pericic,L/W,Heavyweight Bout,KO/TKO ,1,1:48,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground ,http://ufcstats.com/fight-details/bfd17ed83ec5b598,2026-03-21,196,-196,211,-211,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Evloev vs. Murphy,Shem Rock vs. Abdul-Kareem Al-Selwady,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Vito Paolillo 27 - 30.Darryl Ransom 27 - 30.Clemens Werner 27 - 30.,http://ufcstats.com/fight-details/bbe0f3653de9f6a8,2026-03-21,-100,-100,-100,-100,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Evloev vs. Murphy,Shanelle Dyer vs. Ravena Oliveira,W/L,Women's Strawweight Bout,KO/TKO ,2,1:17,3 Rnd (5-5-5),Lukasz Bosacki,Punches to Head On Ground ,http://ufcstats.com/fight-details/216bc9b661485017,2026-03-21,-100,-100,-100,-100,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Emmett vs. Vallejos,Josh Emmett vs. Kevin Vallejos,L/W,Featherweight Bout,KO/TKO ,1,3:33,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head At Distance ,http://ufcstats.com/fight-details/f594fc5c2bc6237e,2026-03-14,159,-159,168,-168,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Emmett vs. Vallejos,Amanda Lemos vs. Gillian Robertson,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Eric Colon 28 - 29.Sal D'amato 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/3b7b771b9578383d,2026-03-14,-101,101,102,-102,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Emmett vs. Vallejos,Andre Fili vs. Jose Delgado,L/W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29.Chris Lee 29 - 28.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/8bee5192baec71d8,2026-03-14,-107,107,104,-104,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Emmett vs. Vallejos,Marwan Rahiki vs. Harry Hardwick,W/L,Featherweight Bout,KO/TKO ,2,5:00,3 Rnd (5-5-5),Eric McMahon,toCorner Stoppage,http://ufcstats.com/fight-details/e0acd0cf4930671b,2026-03-14,-100,-100,-100,-100,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Emmett vs. Vallejos,Ion Cutelaba vs. Oumar Sy,W/L,Light Heavyweight Bout,Submission ,1,4:24,3 Rnd (5-5-5),Herb Dean,Guillotine Choke From Guard ,http://ufcstats.com/fight-details/db7694f4513120d5,2026-03-14,107,-107,101,-101,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Emmett vs. Vallejos,Charles Johnson vs. Bruno Silva,W/L,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 28 - 29.Mike Bell 29 - 28.Anthony Maness 27 - 30.,http://ufcstats.com/fight-details/fc9168fd102e2e66,2026-03-14,244,-244,241,-241,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Emmett vs. Vallejos,Chris Curtis vs. Myktybek Orolbai,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 27 - 30.Eric Colon 27 - 30.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/f26c0bdf7689aea2,2026-03-14,115,-115,123,-123,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Emmett vs. Vallejos,Vitor Petrino vs. Steven Asplund,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Eric McMahon,Junichiro Kamijo 28 - 29.Chris Lee 28 - 29.Anthony Maness 28 - 29.,http://ufcstats.com/fight-details/2c330a6f7f1e55f0,2026-03-14,-138,138,-139,139,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Emmett vs. Vallejos,Elijah Smith vs. SuYoung You,W/L,Bantamweight Bout,Submission ,2,1:04,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/f44b4e998b6829f6,2026-03-14,-158,158,-170,170,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Emmett vs. Vallejos,Bolaji Oki vs. Manoel Sousa,L/W,Lightweight Bout,KO/TKO ,3,4:12,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance ,http://ufcstats.com/fight-details/c769dd861357af9f,2026-03-14,-100,-100,-100,-100,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Emmett vs. Vallejos,Brad Tavares vs. Eryk Anders,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Anthony Maness 27 - 30.Sal D'amato 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/cff81d681a01ae18,2026-03-14,102,-102,106,-106,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Emmett vs. Vallejos,Bia Mesquita vs. Montse Rendon,W/L,Women's Bantamweight Bout,Submission ,1,2:07,3 Rnd (5-5-5),Eric McMahon,Rear Naked Choke ,http://ufcstats.com/fight-details/8cab057e6549afd0,2026-03-14,-100,-100,-100,-100,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Emmett vs. Vallejos,Luan Lacerda vs. Hecher Sosa,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Ron McCarthy 27 - 30.Tony Weeks 27 - 30.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/32d371462c539bee,2026-03-14,-100,-100,-100,-100,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Emmett vs. Vallejos,Piera Rodriguez vs. Sam Hughes,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 27 - 30.Eric Colon 27 - 30.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/244285b7fd0ddece,2026-03-14,-190,190,-209,209,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 326: Holloway vs. Oliveira 2,Max Holloway vs. Charles Oliveira,L/W,Lightweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Mike Bell 45 - 50.Derek Cleary 45 - 50.Sal D'amato 45 - 50.,http://ufcstats.com/fight-details/f030febede41c661,2026-03-07,-113,113,-115,115,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 326: Holloway vs. Oliveira 2,Caio Borralho vs. Reinier de Ridder,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Ben Cartlidge 27 - 30.Sal D'amato 27 - 30.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/d564db29997e1371,2026-03-07,-114,114,-115,115,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 326: Holloway vs. Oliveira 2,Rob Font vs. Raul Rosas Jr.,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 27 - 30.Derek Cleary 27 - 30.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/bed89a91da9d04c1,2026-03-07,155,-155,158,-158,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 326: Holloway vs. Oliveira 2,Drew Dober vs. Michael Johnson,W/L,Lightweight Bout,KO/TKO ,2,1:53,3 Rnd (5-5-5),Kerry Hatley,Punch to Head At Distance ,http://ufcstats.com/fight-details/f02c0adc4ae629c6,2026-03-07,102,-102,103,-103,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 326: Holloway vs. Oliveira 2,Gregory Rodrigues vs. Brunno Ferreira,W/L,Middleweight Bout,KO/TKO ,1,1:47,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/6a4738656c493ee9,2026-03-07,-114,114,-117,117,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 326: Holloway vs. Oliveira 2,Cody Garbrandt vs. Xiao Long,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Two Points Deducted: Repeated Low Blows by XiaoMike Bell 27 - 28.Ben Cartlidge 27 - 28.Ron McCarthy 27 - 28.,http://ufcstats.com/fight-details/ecd16d14a138d7fb,2026-03-07,-108,108,-117,117,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 326: Holloway vs. Oliveira 2,Donte Johnson vs. Cody Brundage,W/L,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Derek Cleary 28 - 29.Junichiro Kamijo 29 - 28.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/9c8d5dbd8905a715,2026-03-07,-137,137,-123,123,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 326: Holloway vs. Oliveira 2,Ricky Turcios vs. Alberto Montes,L/W,Featherweight Bout,Submission ,2,0:40,3 Rnd (5-5-5),Kerry Hatley,Anaconda Choke On Ground ,http://ufcstats.com/fight-details/6feb49a6b7e8433c,2026-03-07,-101,101,-101,101,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 326: Holloway vs. Oliveira 2,Cody Durden vs. Nyamjargal Tumendemberel,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Junichiro Kamijo 27 - 30.Jerin Valel 27 - 30.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/f661ef429055f8c1,2026-03-07,112,-112,117,-117,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 326: Holloway vs. Oliveira 2,Sumudaerji vs. Jesus Aguilar,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 27 - 30.Derek Cleary 27 - 30.Sal D'amato 27 - 30.,http://ufcstats.com/fight-details/a22fd3735819d858,2026-03-07,-147,147,-129,129,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC 326: Holloway vs. Oliveira 2,Rafael Tobias vs. Diyar Nurgozhay,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Ben Cartlidge 27 - 30.David Lethaby 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/cc03e698c4b7da52,2026-03-07,-300.0,250.0,-179.0,146.0,2026-02-12T17:22:03+00:00,2026-02-12T17:22:03+00:00,2026-03-07T23:10:24+00:00,2026-03-07T23:10:24+00:00,69.0,69.0,True,UFC 326,41739.0,https://www.bestfightodds.com/events/ufc-326-4065,False
UFC 326: Holloway vs. Oliveira 2,Luke Fernandez vs. Rodolfo Bellato,L/W,Light Heavyweight Bout,KO/TKO ,1,2:42,3 Rnd (5-5-5),Kerry Hatley,Punches to Head From Half Guard ,http://ufcstats.com/fight-details/a5abdc461cb1538e,2026-03-07,-125.0,105.0,-231.0,187.0,2026-02-12T17:24:03+00:00,2026-02-12T17:24:03+00:00,2026-03-07T22:42:05+00:00,2026-03-07T22:42:05+00:00,43.0,43.0,True,UFC 326,41744.0,https://www.bestfightodds.com/events/ufc-326-4065,False
UFC Fight Night: Moreno vs. Kavanagh,Brandon Moreno vs. Lone'er Kavanagh,L/W,Flyweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato 46 - 49.Mike Bell 47 - 48.Ben Cartlidge 47 - 48.,http://ufcstats.com/fight-details/1330b5c21269fe92,2026-02-28,106,-106,111,-111,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Moreno vs. Kavanagh,Marlon Vera vs. David Martinez,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 28 - 29.Sal D'amato 28 - 29.Dave Tirelli 28 - 29.,http://ufcstats.com/fight-details/36d12b31957e94db,2026-02-28,-105,105,-103,103,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Moreno vs. Kavanagh,Daniel Zellhuber vs. King Green,L/W,Lightweight Bout,KO/TKO ,2,4:55,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/81f3d28d30d17378,2026-02-28,-103,103,-121,121,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Moreno vs. Kavanagh,Edgar Chairez vs. Felipe Bunes,W/L,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Sal D'amato 28 - 29.Rick Winter 29 - 28.Dave Tirelli 28 - 29.,http://ufcstats.com/fight-details/7df505d8260ba680,2026-02-28,-233,233,-312,312,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Moreno vs. Kavanagh,Imanol Rodriguez vs. Kevin Borjas,W/L,Flyweight Bout,KO/TKO ,2,4:21,3 Rnd (5-5-5),Raul Porrata,Punch to Head At Distance ,http://ufcstats.com/fight-details/15068d7b095ca9bd,2026-02-28,-148,148,-154,154,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Moreno vs. Kavanagh,Santiago Luna vs. Angel Pacheco,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Fernando Salas Navarro,Miguel Jimenez 27 - 30.Sal D'amato 27 - 30.Dave Tirelli 27 - 30.,http://ufcstats.com/fight-details/3b76a00f5d0400eb,2026-02-28,-100,-100,-100,-100,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Moreno vs. Kavanagh,Ryan Gandra vs. Jose Daniel Medina,W/L,Middleweight Bout,KO/TKO ,1,0:41,3 Rnd (5-5-5),Horacio Lopez Villanueva,Punches to Head At Distance ,http://ufcstats.com/fight-details/45ec0c5f19c9adbe,2026-02-28,-100,-100,-100,-100,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Moreno vs. Kavanagh,Ailin Perez vs. Macy Chiasson,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Raul Porrata,Raul Salas 28 - 29.Sal D'amato 28 - 29.Dave Tirelli 28 - 29.,http://ufcstats.com/fight-details/c40b934d2666e351,2026-02-28,-101,101,126,-126,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Moreno vs. Kavanagh,Cristian Quinonez vs. Kris Moutinho,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Miguel Jimenez 27 - 30.Ben Cartlidge 27 - 30.Rick Winter 27 - 30.,http://ufcstats.com/fight-details/25ab195cefbce1d0,2026-02-28,-208,208,-357,357,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Moreno vs. Kavanagh,Douglas Silva de Andrade vs. Javier Reyes,L/W,Featherweight Bout,KO/TKO ,1,4:59,3 Rnd (5-5-5),Herb Dean,Punches to Head From Back Control ,http://ufcstats.com/fight-details/6154ee95d3f4fc32,2026-02-28,111,-111,124,-124,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Moreno vs. Kavanagh,Regina Tarin vs. Ernesta Kareckaite,W/L,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Raul Porrata,Antonio Guerrero 27 - 30.Dave Tirelli 27 - 30.Ben Cartlidge 28 - 29.,http://ufcstats.com/fight-details/44d58943ac8e47e1,2026-02-28,-100,-100,-100,-100,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Moreno vs. Kavanagh,Erik Silva vs. Francis Marshall,L/W,Featherweight Bout,Submission ,1,2:29,3 Rnd (5-5-5),Fernando Salas Navarro,Rear Naked Choke ,http://ufcstats.com/fight-details/581292ffe5b09344,2026-02-28,-134,134,101,-101,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Moreno vs. Kavanagh,Damian Pinas vs. Wes Schultz,W/L,Middleweight Bout,KO/TKO ,1,2:30,3 Rnd (5-5-5),Horacio Lopez Villanueva,Punch to Head At Distance ,http://ufcstats.com/fight-details/c6a85b67fdd2ef3d,2026-02-28,-100,-100,-100,-100,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Strickland vs. Hernandez,Sean Strickland vs. Anthony Hernandez,W/L,Middleweight Bout,KO/TKO ,3,2:23,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/8d740c844353ae0e,2026-02-21,104,-104,104,-104,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Strickland vs. Hernandez,Geoff Neal vs. Uros Medic,L/W,Welterweight Bout,KO/TKO ,1,1:19,3 Rnd (5-5-5),Kerry Hatley,Punch to Head At Distance ,http://ufcstats.com/fight-details/dd12bf51c5ed7f1e,2026-02-21,122,-122,118,-118,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Strickland vs. Hernandez,Dan Ige vs. Melquizael Costa,L/W,Featherweight Bout,KO/TKO ,1,4:56,3 Rnd (5-5-5),Jacob Montalvo,Spinning Back Kick Head ,http://ufcstats.com/fight-details/dc6f6c8228390ebb,2026-02-21,-175,175,-211,211,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Strickland vs. Hernandez,Serghei Spivac vs. Ante Delija,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Jeff Rexroad 27 - 30.Junichiro Kamijo 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/04b7bcc0e8488604,2026-02-21,-110,110,-135,135,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Strickland vs. Hernandez,Jacobe Smith vs. Josiah Harrell,W/L,Welterweight Bout,KO/TKO ,1,3:01,3 Rnd (5-5-5),Kerry Hatley,Punches to Head From Side Control ,http://ufcstats.com/fight-details/54437b8dba3a6110,2026-02-21,-100,-100,-100,-100,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Strickland vs. Hernandez,Zach Reese vs. Michel Pereira,L/W,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Jacob Montalvo 28 - 29.Ryan Thompson 29 - 28.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/372d1dee0db8dbee,2026-02-21,113,-113,112,-112,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Strickland vs. Hernandez,Chidi Njokuani vs. Carlos Leal,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Junichiro Kamijo 27 - 30.Jeff Rexroad 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/202d3277e569ad03,2026-02-21,106,-106,107,-107,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC Fight Night: Strickland vs. Hernandez,Ode Osbourne vs. Alibi Idiris,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Ryan Thompson 28 - 29.Sal D'amato 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/7ffdaa44fc8d111b,2026-02-21,138,-138,150,-150,,,,,,,False,inferred_from_fighter_market_history,,,True
