EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,fight_date,f1_open_odds,f2_open_odds,f1_close_odds,f2_close_odds,f1_open_odds_ts,f2_open_odds_ts,f1_close_odds_ts,f2_close_odds_ts,f1_odds_history_points,f2_odds_history_points,odds_matched,odds_event,odds_matchup_id,odds_source_url,odds_inferred
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Cole Miller vs. Bart Palaszewski,W/L,Featherweight Bout,Submission ,1,4:23,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/4f850f7e35d85bb8,2013-04-13,-154,154,-169,169,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Sam Sicilia vs. Maximo Blanco,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kim Winslow,Adalaide Byrd 28 - 29.Mark Smith 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/0a5a021cb11299bf,2013-04-13,123,-123,115,-115,,,,,,,False,inferred_from_fighter_market_history,,,True
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Justin Lawrence vs. Daniel Pineda,L/W,Featherweight Bout,Submission ,1,1:35,3 Rnd (5-5-5),Chris Tognoni,Kimura From Side Control ,http://ufcstats.com/fight-details/ae0fdb792308b0f8,2013-04-13,123,-123,123,-123,,,,,,,False,inferred_from_fighter_market_history,,,True
UFC on FUEL TV: Mousasi vs Latifi,Gegard Mousasi vs. Ilir Latifi,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Jim Bergman 27 - 30.Mark Collett 27 - 30.Andy Roberts 27 - 30.,http://ufcstats.com/fight-details/3509779ebe302d06,2013-04-06,-2000.0,1000.0,-679.0,538.0,2013-04-03T00:20:04+00:00,2013-04-03T00:20:04+00:00,2013-04-06T20:35:51+00:00,2013-04-06T20:35:51+00:00,29.0,29.0,True,UFC on Fuel TV 9: Mousasi vs. Latifi,6852.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636,False
UFC on FUEL TV: Mousasi vs Latifi,Ryan Couture vs. Ross Pearson,L/W,Lightweight Bout,KO/TKO ,2,3:45,3 Rnd (5-5-5),Leon Roberts,Punches to Head At Distance ,http://ufcstats.com/fight-details/fa520c5834cda94e,2013-04-06,210.0,-290.0,305.0,-350.0,2013-03-13T22:45:06+00:00,2013-03-13T22:45:06+00:00,2013-04-06T19:55:49+00:00,2013-04-06T19:55:49+00:00,18.0,18.0,True,UFC on Fuel TV 9: Mousasi vs. Latifi,6553.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636,False
UFC on FUEL TV: Mousasi vs Latifi,Matt Mitrione vs. Philip De Fries,W/L,Heavyweight Bout,KO/TKO ,1,0:19,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground ,http://ufcstats.com/fight-details/a89b9eeacdb85ec1,2013-04-06,-350.0,250.0,-262.0,230.0,2013-03-14T22:50:06+00:00,2013-03-14T22:50:06+00:00,2013-04-06T19:40:07+00:00,2013-04-06T19:40:07+00:00,19.0,19.0,True,UFC on Fuel TV 9: Mousasi vs. Latifi,6552.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636,False
UFC on FUEL TV: Mousasi vs Latifi,Brad Pickett vs. Mike Easton,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Andreas Ramsby 29 - 28.Mark Collett 27 - 30.Howard Hughes 27 - 30.,http://ufcstats.com/fight-details/4e69c86d09c9f782,2013-04-06,-180.0,140.0,-152.0,138.0,2013-03-13T22:45:06+00:00,2013-03-13T22:45:06+00:00,2013-04-06T18:55:03+00:00,2013-04-06T18:55:03+00:00,40.0,40.0,True,UFC on Fuel TV 9: Mousasi vs. Latifi,6550.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636,False
UFC on FUEL TV: Mousasi vs Latifi,Diego Brandao vs. Pablo Garza,W/L,Featherweight Bout,Submission ,1,3:27,3 Rnd (5-5-5),Marko Gyllenland,Arm Triangle From Side Control ,http://ufcstats.com/fight-details/f3ebaf9af44c1e6d,2013-04-06,-215.0,165.0,-215.0,190.0,2013-03-29T18:20:07+00:00,2013-03-29T18:20:07+00:00,2013-04-06T17:55:06+00:00,2013-04-06T17:55:06+00:00,14.0,14.0,True,UFC on Fuel TV 9: Mousasi vs. Latifi,6783.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636,False
UFC on FUEL TV: Mousasi vs Latifi,Akira Corassani vs. Robert Peralta,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kristian Hacklou,Jim Bergman 27 - 30.Mark Collett 27 - 30.Howard Hughes 28 - 29.,http://ufcstats.com/fight-details/53467e6296c2e5e6,2013-04-06,250.0,-350.0,410.0,-499.0,2013-03-29T18:25:05+00:00,2013-03-29T18:25:05+00:00,2013-04-06T18:10:05+00:00,2013-04-06T18:10:05+00:00,26.0,26.0,True,UFC on Fuel TV 9: Mousasi vs. Latifi,6503.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636,False
UFC on FUEL TV: Mousasi vs Latifi,Reza Madadi vs. Michael Johnson,W/L,Lightweight Bout,Submission ,3,1:33,3 Rnd (5-5-5),Marko Gyllenland,D'Arce Choke On Ground ,http://ufcstats.com/fight-details/bc0779b232828e67,2013-04-06,155.0,-195.0,260.0,-300.0,2013-03-29T18:25:05+00:00,2013-03-29T18:25:05+00:00,2013-04-06T17:30:05+00:00,2013-04-06T17:30:05+00:00,30.0,30.0,True,UFC on Fuel TV 9: Mousasi vs. Latifi,6556.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636,False
UFC on FUEL TV: Mousasi vs Latifi,Tor Troeng vs. Adam Cella,W/L,Middleweight Bout,Submission ,1,3:11,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke ,http://ufcstats.com/fight-details/7047b70f28c2d2fd,2013-04-06,-350.0,250.0,-250.0,220.0,2013-03-29T18:40:06+00:00,2013-03-29T18:40:06+00:00,2013-04-06T16:10:50+00:00,2013-04-06T16:10:50+00:00,11.0,11.0,True,UFC on Fuel TV 9: Mousasi vs. Latifi,6785.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636,False
UFC on FUEL TV: Mousasi vs Latifi,Chris Spang vs. Adlan Amagov,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Jim Bergman 27 - 30.Mark Collett 27 - 30.Howard Hughes 27 - 30.,http://ufcstats.com/fight-details/9eb1ce435cc1536e,2013-04-06,115.0,-155.0,173.0,-192.0,2013-03-29T18:30:13+00:00,2013-03-29T18:30:13+00:00,2013-04-06T15:15:06+00:00,2013-04-06T15:15:06+00:00,26.0,26.0,True,UFC on Fuel TV 9: Mousasi vs. Latifi,6555.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636,False
UFC on FUEL TV: Mousasi vs Latifi,Marcus Brimage vs. Conor McGregor,L/W,Featherweight Bout,KO/TKO ,1,1:07,3 Rnd (5-5-5),Robert Sundel,Punches to Head At Distance ,http://ufcstats.com/fight-details/24393bea0c4cf49a,2013-04-06,130.0,-170.0,140.0,-155.0,2013-03-29T18:30:13+00:00,2013-03-29T18:30:13+00:00,2013-04-06T16:05:05+00:00,2013-04-06T16:05:05+00:00,19.0,19.0,True,UFC on Fuel TV 9: Mousasi vs. Latifi,6551.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636,False
UFC on FUEL TV: Mousasi vs Latifi,Ben Alloway vs. Ryan LaFlare,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kristian Hacklou,Howard Hughes 27 - 30.Andreas Ramsby 27 - 30.Andy Roberts 27 - 30.,http://ufcstats.com/fight-details/8b0ff8defc1a14f4,2013-04-06,-120.0,-120.0,243.0,-274.0,2013-03-29T18:35:05+00:00,2013-03-29T18:35:05+00:00,2013-04-06T15:40:06+00:00,2013-04-06T15:40:06+00:00,23.0,23.0,True,UFC on Fuel TV 9: Mousasi vs. Latifi,6554.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636,False
UFC on FUEL TV: Mousasi vs Latifi,Michael Kuiper vs. Tom Lawlor,L/W,Middleweight Bout,Submission ,2,1:05,3 Rnd (5-5-5),Marko Gyllenland,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/438f5404c43303b8,2013-04-06,105.0,-145.0,123.0,-137.0,2013-03-29T18:40:06+00:00,2013-03-29T18:40:06+00:00,2013-04-06T15:15:50+00:00,2013-04-06T15:15:50+00:00,29.0,29.0,True,UFC on Fuel TV 9: Mousasi vs. Latifi,6784.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636,False
UFC on FUEL TV: Mousasi vs Latifi,Papy Abedi vs. Besam Yousef,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Robert Sundel,Andreas Ramsby 29 - 28.Jim Bergman 28 - 29.Howard Hughes 28 - 29.,http://ufcstats.com/fight-details/e67e15cc6578d1c3,2013-04-06,-170.0,130.0,-125.0,110.0,2013-03-29T18:45:05+00:00,2013-03-29T18:45:05+00:00,2013-04-06T14:41:08+00:00,2013-04-06T14:41:08+00:00,23.0,23.0,True,UFC on Fuel TV 9: Mousasi vs. Latifi,6549.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-9-mousasi-vs-latifi-636,False
UFC 158: St-Pierre vs Diaz,Georges St-Pierre vs. Nick Diaz,W/L,UFC Welterweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne,Richard Bertrand 45 - 50.Sal D'amato 45 - 50.David Therien 45 - 50.,http://ufcstats.com/fight-details/e5e3c3a055df3016,2013-03-16,-430.0,310.0,-535.0,433.0,2012-12-17T17:10:03+00:00,2012-12-17T17:10:03+00:00,2013-03-17T04:10:26+00:00,2013-03-17T04:10:26+00:00,26.0,26.0,True,UFC 158: St-Pierre vs. Diaz,6349.0,https://www.bestfightodds.com/events/ufc-158-st-pierre-vs-diaz-627,False
UFC 158: St-Pierre vs Diaz,Carlos Condit vs. Johny Hendricks,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Claude Paquette 28 - 29.Sal D'amato 28 - 29.Benoit Roussel 28 - 29.,http://ufcstats.com/fight-details/29398b15b94c3847,2013-03-16,125.0,-165.0,-107.0,-106.0,2013-02-28T01:40:05+00:00,2013-02-28T01:40:05+00:00,2013-03-17T03:30:36+00:00,2013-03-17T03:30:36+00:00,32.0,32.0,True,UFC 158: St-Pierre vs. Diaz,6586.0,https://www.bestfightodds.com/events/ufc-158-st-pierre-vs-diaz-627,False
UFC 158: St-Pierre vs Diaz,Jake Ellenberger vs. Nate Marquardt,W/L,Welterweight Bout,KO/TKO ,1,3:00,3 Rnd (5-5-5),Philippe Chartier,Punch to Head In Clinch ,http://ufcstats.com/fight-details/5adcbd20eed3795d,2013-03-16,-160.0,120.0,-142.0,128.0,2013-03-01T00:45:04+00:00,2013-03-01T00:45:04+00:00,2013-03-17T03:15:05+00:00,2013-03-17T03:15:05+00:00,20.0,20.0,True,UFC 158: St-Pierre vs. Diaz,6587.0,https://www.bestfightodds.com/events/ufc-158-st-pierre-vs-diaz-627,False
UFC 158: St-Pierre vs Diaz,Nick Ring vs. Chris Camozzi,L/W,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc-Andre Cote,Richard Bertrand 28 - 29.Benoit Roussel 29 - 28.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/79dcde3ad50f6165,2013-03-16,-180.0,140.0,-147.0,133.0,2013-03-11T18:15:03+00:00,2013-03-11T18:15:03+00:00,2013-03-17T02:45:05+00:00,2013-03-17T02:45:05+00:00,39.0,39.0,True,UFC 158: St-Pierre vs. Diaz,6613.0,https://www.bestfightodds.com/events/ufc-158-st-pierre-vs-diaz-627,False
UFC 158: St-Pierre vs Diaz,Mike Ricci vs. Colin Fletcher,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),,Claude Paquette 27 - 30.Benoit Roussel 27 - 30.David Therien 27 - 30.,http://ufcstats.com/fight-details/cc6e74d0558b7340,2013-03-16,-285.0,205.0,-445.0,383.0,2013-03-11T18:15:04+00:00,2013-03-11T18:15:04+00:00,2013-03-17T02:15:21+00:00,2013-03-17T02:15:21+00:00,29.0,29.0,True,UFC 158: St-Pierre vs. Diaz,6614.0,https://www.bestfightodds.com/events/ufc-158-st-pierre-vs-diaz-627,False
UFC 158: St-Pierre vs Diaz,Patrick Cote vs. Bobby Voelker,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Philippe Chartier,Richard Bertrand 28 - 29.Sal D'amato 28 - 29.David Therien 28 - 29.,http://ufcstats.com/fight-details/d0797451df1de80f,2013-03-16,-170.0,140.0,-195.0,175.0,2013-03-12T18:30:20+00:00,2013-03-12T18:30:20+00:00,2013-03-17T01:25:05+00:00,2013-03-17T01:25:05+00:00,24.0,24.0,True,UFC 158: St-Pierre vs. Diaz,6449.0,https://www.bestfightodds.com/events/ufc-158-st-pierre-vs-diaz-627,False
UFC 158: St-Pierre vs Diaz,Antonio Carvalho vs. Darren Elkins,L/W,Featherweight Bout,KO/TKO ,1,3:06,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance ,http://ufcstats.com/fight-details/7b9de06ef8c09ba6,2013-03-16,170.0,-230.0,208.0,-232.0,2013-03-12T18:00:06+00:00,2013-03-12T18:00:06+00:00,2013-03-17T01:00:39+00:00,2013-03-17T01:00:39+00:00,26.0,26.0,True,UFC 158: St-Pierre vs. Diaz,6615.0,https://www.bestfightodds.com/events/ufc-158-st-pierre-vs-diaz-627,False
UFC 158: St-Pierre vs Diaz,Dan Miller vs. Jordan Mein,L/W,Welterweight Bout,KO/TKO ,1,4:42,3 Rnd (5-5-5),Marc-Andre Cote,Punches to Body In Clinch ,http://ufcstats.com/fight-details/b6c46c3c239e7863,2013-03-16,170.0,-230.0,250.0,-300.0,2013-03-12T18:00:06+00:00,2013-03-12T18:00:06+00:00,2013-03-17T00:30:04+00:00,2013-03-17T00:30:04+00:00,28.0,28.0,True,UFC 158: St-Pierre vs. Diaz,6616.0,https://www.bestfightodds.com/events/ufc-158-st-pierre-vs-diaz-627,False
UFC 158: St-Pierre vs Diaz,John Makdessi vs. Daron Cruickshank,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Claude Paquette 28 - 29.Benoit Roussel 28 - 29.David Therien 28 - 29.,http://ufcstats.com/fight-details/0bd0ca01a255038c,2013-03-16,100.0,-140.0,-127.0,113.0,2013-03-12T18:00:06+00:00,2013-03-12T18:00:06+00:00,2013-03-17T00:10:05+00:00,2013-03-17T00:10:05+00:00,51.0,51.0,True,UFC 158: St-Pierre vs. Diaz,6617.0,https://www.bestfightodds.com/events/ufc-158-st-pierre-vs-diaz-627,False
UFC 158: St-Pierre vs Diaz,Rick Story vs. Quinn Mulhern,W/L,Welterweight Bout,KO/TKO ,1,3:05,3 Rnd (5-5-5),Marc-Andre Cote,Punch to Head In Clinch ,http://ufcstats.com/fight-details/9030c92a161afaf9,2013-03-16,-320.0,240.0,-375.0,325.0,2013-03-12T18:00:06+00:00,2013-03-12T18:00:06+00:00,2013-03-16T22:10:05+00:00,2013-03-16T22:10:05+00:00,15.0,15.0,True,UFC 158: St-Pierre vs. Diaz,6618.0,https://www.bestfightodds.com/events/ufc-158-st-pierre-vs-diaz-627,False
UFC 158: St-Pierre vs Diaz,TJ Dillashaw vs. Issei Tamura,W/L,Bantamweight Bout,KO/TKO ,2,0:26,3 Rnd (5-5-5),Yves Lavigne,Kick to Head At Distance ,http://ufcstats.com/fight-details/9c3db86db300119e,2013-03-16,-405.0,285.0,-660.0,525.0,2013-03-12T18:00:06+00:00,2013-03-12T18:00:06+00:00,2013-03-16T22:55:04+00:00,2013-03-16T22:55:04+00:00,17.0,17.0,True,UFC 158: St-Pierre vs. Diaz,6619.0,https://www.bestfightodds.com/events/ufc-158-st-pierre-vs-diaz-627,False
UFC 158: St-Pierre vs Diaz,George Roop vs. Reuben Duran,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Philippe Chartier,Sal D'amato 28 - 29.Claude Paquette 28 - 29.Benoit Roussel 27 - 30.,http://ufcstats.com/fight-details/8e4650807ea06626,2013-03-16,-140.0,100.0,108.0,-122.0,2013-03-12T18:00:06+00:00,2013-03-12T18:00:06+00:00,2013-03-16T22:25:50+00:00,2013-03-16T22:25:50+00:00,27.0,27.0,True,UFC 158: St-Pierre vs. Diaz,6621.0,https://www.bestfightodds.com/events/ufc-158-st-pierre-vs-diaz-627,False
UFC on FUEL TV: Silva vs. Stann,Wanderlei Silva vs. Brian Stann,W/L,Light Heavyweight Bout,KO/TKO ,2,4:08,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/e2b547e64f6532bb,2013-03-02,170.0,-230.0,260.0,-300.0,2012-12-28T00:05:03+00:00,2012-12-28T00:05:03+00:00,2013-03-02T23:35:36+00:00,2013-03-02T23:35:36+00:00,30.0,30.0,True,UFC on Fuel TV 8: Silva vs. Stann,6415.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-8-silva-vs-stann-625,False
UFC on FUEL TV: Silva vs. Stann,Stefan Struve vs. Mark Hunt,L/W,Heavyweight Bout,KO/TKO ,3,1:44,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/c996b2ff10a915b1,2013-03-02,-180.0,140.0,-207.0,184.0,2012-12-28T00:10:03+00:00,2012-12-28T00:10:03+00:00,2013-03-03T04:45:05+00:00,2013-03-03T04:45:05+00:00,34.0,34.0,True,UFC on Fuel TV 8: Silva vs. Stann,6339.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-8-silva-vs-stann-625,False
UFC on FUEL TV: Silva vs. Stann,Takanori Gomi vs. Diego Sanchez,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Barry Foley 28 - 29.Ben Cartlidge 29 - 28.Chris Watts 28 - 29.,http://ufcstats.com/fight-details/1acde2739237c4f8,2013-03-02,260.0,-380.0,196.0,-220.0,2013-02-10T23:00:03+00:00,2013-02-10T23:00:03+00:00,2013-03-03T04:45:05+00:00,2013-03-03T04:45:05+00:00,42.0,42.0,True,UFC on Fuel TV 8: Silva vs. Stann,6443.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-8-silva-vs-stann-625,False
UFC on FUEL TV: Silva vs. Stann,Yushin Okami vs. Hector Lombard,W/L,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Charlie Keech 29 - 28.Barry Foley 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/e830cb1df07f3466,2013-03-02,170.0,-230.0,180.0,-202.0,2013-02-26T02:30:04+00:00,2013-02-26T02:30:04+00:00,2013-03-03T04:15:05+00:00,2013-03-03T04:15:05+00:00,30.0,30.0,True,UFC on Fuel TV 8: Silva vs. Stann,6451.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-8-silva-vs-stann-625,False
UFC on FUEL TV: Silva vs. Stann,Mizuto Hirota vs. Rani Yahya,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 28 - 29.Junichiro Kamijo 28 - 29.Chris Watts 28 - 29.,http://ufcstats.com/fight-details/1dcc880fc80e6332,2013-03-02,-110.0,-130.0,-152.0,138.0,2013-02-26T02:30:04+00:00,2013-02-26T02:30:04+00:00,2013-03-03T03:40:07+00:00,2013-03-03T03:40:07+00:00,36.0,36.0,True,UFC on Fuel TV 8: Silva vs. Stann,6452.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-8-silva-vs-stann-625,False
UFC on FUEL TV: Silva vs. Stann,Dong Hyun Kim vs. Siyar Bahadurzada,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Ben Cartlidge 27 - 30.Barry Foley 27 - 30.Charlie Keech 27 - 30.,http://ufcstats.com/fight-details/e0bdef2580715030,2013-03-02,-185.0,145.0,-186.0,168.0,2013-02-26T02:30:04+00:00,2013-02-26T02:30:04+00:00,2013-03-03T03:10:07+00:00,2013-03-03T03:10:07+00:00,42.0,42.0,True,UFC on Fuel TV 8: Silva vs. Stann,6444.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-8-silva-vs-stann-625,False
UFC on FUEL TV: Silva vs. Stann,Riki Fukuda vs. Brad Tavares,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Thomas Fan,Barry Foley 28 - 29.Junichiro Kamijo 28 - 29.Charlie Keech 27 - 30.,http://ufcstats.com/fight-details/c79c00f5443c2f6e,2013-03-02,-120.0,-120.0,108.0,-122.0,2013-02-26T18:20:05+00:00,2013-02-26T18:20:05+00:00,2013-03-03T02:20:27+00:00,2013-03-03T02:20:27+00:00,26.0,26.0,True,UFC on Fuel TV 8: Silva vs. Stann,6445.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-8-silva-vs-stann-625,False
UFC on FUEL TV: Silva vs. Stann,Takeya Mizugaki vs. Bryan Caraway,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Junichiro Kamijo 28 - 29.Ben Cartlidge 29 - 28.Chris Watts 28 - 29.,http://ufcstats.com/fight-details/7af713ee9e3006eb,2013-03-02,-175.0,135.0,-215.0,190.0,2013-02-26T18:25:05+00:00,2013-02-26T18:25:05+00:00,2013-03-03T02:00:05+00:00,2013-03-03T02:00:05+00:00,23.0,23.0,True,UFC on Fuel TV 8: Silva vs. Stann,6447.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-8-silva-vs-stann-625,False
UFC on FUEL TV: Silva vs. Stann,Cristiano Marcello vs. Kazuki Tokudome,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Thomas Fan,Ben Cartlidge 27 - 30.Barry Foley 27 - 30.Charlie Keech 27 - 30.,http://ufcstats.com/fight-details/8666332154fc6f4a,2013-03-02,105.0,-145.0,103.0,-117.0,2013-02-26T18:25:05+00:00,2013-02-26T18:25:05+00:00,2013-03-03T00:55:32+00:00,2013-03-03T00:55:32+00:00,30.0,30.0,True,UFC on Fuel TV 8: Silva vs. Stann,6446.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-8-silva-vs-stann-625,False
UFC on FUEL TV: Silva vs. Stann,Alex Caceres vs. Kyung Ho Kang,NC/NC,Bantamweight Bout,Overturned ,3,5:00,3 Rnd (5-5-5),Herb Dean,Failed Drug Test by CaceresJunichiro Kamijo 28 - 29.Chris Watts 29 - 28.Charlie Keech 28 - 29.,http://ufcstats.com/fight-details/be70a2f68f6ad3e7,2013-03-02,115.0,-155.0,-102.0,-112.0,2013-02-26T18:25:05+00:00,2013-02-26T18:25:05+00:00,2013-03-03T01:00:39+00:00,2013-03-03T01:00:39+00:00,30.0,30.0,True,UFC on Fuel TV 8: Silva vs. Stann,6448.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-8-silva-vs-stann-625,False
UFC on FUEL TV: Silva vs. Stann,Marcelo Guimaraes vs. Hyun Gyu Lim,L/W,Welterweight Bout,KO/TKO ,2,4:00,3 Rnd (5-5-5),Thomas Fan,Knee to Head At Distance ,http://ufcstats.com/fight-details/68e1a69423360900,2013-03-02,170.0,-230.0,239.0,-272.0,2013-02-26T18:25:05+00:00,2013-02-26T18:25:05+00:00,2013-03-03T00:35:03+00:00,2013-03-03T00:35:03+00:00,18.0,18.0,True,UFC on Fuel TV 8: Silva vs. Stann,6453.0,https://www.bestfightodds.com/events/ufc-on-fuel-tv-8-silva-vs-stann-625,False
UFC 157: Rousey vs Carmouche,Ronda Rousey vs. Liz Carmouche,W/L,UFC Women's Bantamweight Title Bout,Submission ,1,4:49,5 Rnd (5-5-5-5-5),John McCarthy,Armbar On Ground ,http://ufcstats.com/fight-details/e9e6023dbba9a8b0,2013-02-23,-1500.0,700.0,-947.0,725.0,2012-12-07T00:00:04+00:00,2012-12-07T00:00:04+00:00,2013-02-24T04:30:05+00:00,2013-02-24T04:30:05+00:00,17.0,17.0,True,UFC 157: Rousey vs. Carmouche,6347.0,https://www.bestfightodds.com/events/ufc-157-rousey-vs-carmouche-618,False
UFC 157: Rousey vs Carmouche,Lyoto Machida vs. Dan Henderson,W/L,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Cecil Peoples 29 - 28.Mike Bell 28 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/ee43dc83049ecc8d,2013-02-23,-230.0,170.0,-203.0,181.0,2012-11-25T00:40:06+00:00,2012-11-25T00:40:06+00:00,2013-02-24T04:25:04+00:00,2013-02-24T04:25:04+00:00,34.0,34.0,True,UFC 157: Rousey vs. Carmouche,6026.0,https://www.bestfightodds.com/events/ufc-157-rousey-vs-carmouche-618,False
UFC 157: Rousey vs Carmouche,Urijah Faber vs. Ivan Menjivar,W/L,Bantamweight Bout,Submission ,1,4:34,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/785c0e68b34ea383,2013-02-23,-180.0,140.0,-360.0,314.0,2012-12-30T17:20:04+00:00,2012-12-30T17:20:04+00:00,2013-02-24T03:55:04+00:00,2013-02-24T03:55:04+00:00,23.0,23.0,True,UFC 157: Rousey vs. Carmouche,6346.0,https://www.bestfightodds.com/events/ufc-157-rousey-vs-carmouche-618,False
UFC 157: Rousey vs Carmouche,Court McGee vs. Josh Neer,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Mike Bell 27 - 30.Mike Beltran 27 - 30.Wade Vierra 27 - 30.,http://ufcstats.com/fight-details/db43605f10bd67b4,2013-02-23,-230.0,170.0,-352.0,305.0,2013-02-19T16:50:05+00:00,2013-02-19T16:50:05+00:00,2013-02-24T03:30:04+00:00,2013-02-24T03:30:04+00:00,23.0,23.0,True,UFC 157: Rousey vs. Carmouche,6407.0,https://www.bestfightodds.com/events/ufc-157-rousey-vs-carmouche-618,False
UFC 157: Rousey vs Carmouche,Josh Koscheck vs. Robbie Lawler,L/W,Welterweight Bout,KO/TKO ,1,3:57,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/b4db19e62f087a7f,2013-02-23,-325.0,250.0,-324.0,283.0,2013-02-03T00:10:10+00:00,2013-02-03T00:10:10+00:00,2013-02-24T03:15:05+00:00,2013-02-24T03:15:05+00:00,26.0,26.0,True,UFC 157: Rousey vs. Carmouche,6405.0,https://www.bestfightodds.com/events/ufc-157-rousey-vs-carmouche-618,False
