outcome,wins_f1,losses_f1,draws_f1,height_cm_f1,weight_in_kg_f1,reach_in_cm_f1,significant_strikes_landed_per_minute_f1,significant_striking_accuracy_f1,significant_strikes_absorbed_per_minute_f1,significant_strike_defence_f1,average_takedowns_landed_per_15_minutes_f1,takedown_accuracy_f1,takedown_defense_f1,average_submissions_attempted_per_15_minutes_f1,age_f1,stance_Open Stance_f1,stance_Orthodox_f1,stance_Sideways_f1,stance_Southpaw_f1,stance_Switch_f1,stance_Unknown_f1,rolling_win_rate_f1,wins_f2,losses_f2,draws_f2,height_cm_f2,weight_in_kg_f2,reach_in_cm_f2,significant_strikes_landed_per_minute_f2,significant_striking_accuracy_f2,significant_strikes_absorbed_per_minute_f2,significant_strike_defence_f2,average_takedowns_landed_per_15_minutes_f2,takedown_accuracy_f2,takedown_defense_f2,average_submissions_attempted_per_15_minutes_f2,age_f2,stance_Open Stance_f2,stance_Orthodox_f2,stance_Sideways_f2,stance_Southpaw_f2,stance_Switch_f2,stance_Unknown_f2,rolling_win_rate_f2,diff_wins,diff_losses,diff_draws,diff_height_cm,diff_weight_in_kg,diff_reach_in_cm,diff_significant_strikes_landed_per_minute,diff_significant_striking_accuracy,diff_significant_strikes_absorbed_per_minute,diff_significant_strike_defence,diff_average_takedowns_landed_per_15_minutes,diff_takedown_accuracy,diff_takedown_defense,diff_average_submissions_attempted_per_15_minutes,diff_age,diff_rolling_win_rate
0,17,8,0,172.72,70.31,180.34,2.19,33.0,3.38,59.0,2.49,36.0,11.0,1.6,44.0,0,1,0,0,0,0,0.2,16,6,0,177.8,77.11,180.34,2.33,42.0,2.82,47.0,1.02,42.0,81.0,1.0,37.0,0,0,0,1,0,0,0.4,1,2,0,-5.0800000000000125,-6.799999999999997,0.0,-0.14000000000000012,-9.0,0.56,12.0,1.4700000000000002,-6.0,-70.0,0.6000000000000001,7.0,-0.2
1,10,2,0,172.72,65.77,177.8,2.79,40.0,3.89,59.0,0.89,33.0,50.0,0.0,42.0,0,1,0,0,0,0,0.5,10,6,1,172.72,70.31,175.26,1.64,29.0,1.6,67.0,0.0,0.0,31.0,0.3,41.0,0,1,0,0,0,0,0.3333333333333333,0,-4,-1,0.0,-4.540000000000006,2.5400000000000205,1.1500000000000001,11.0,2.29,-8.0,0.89,33.0,19.0,-0.3,1.0,0.16666666666666669
1,24,8,0,185.42,83.91,187.96,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,47.0,0,0,0,1,0,0,0.6,42,6,2,187.96,83.91,193.04,3.75,50.0,1.21,68.0,1.59,60.0,59.0,1.1,40.0,0,1,0,0,0,0,0.8,-18,2,-2,-2.5400000000000205,0.0,-5.079999999999984,-1.1600000000000001,3.0,0.3600000000000001,-7.0,-0.3800000000000001,5.0,16.0,-0.7000000000000001,7.0,-0.20000000000000007
1,26,10,1,185.42,83.91,182.88,2.53,47.0,2.83,62.0,2.57,39.0,57.0,1.3,46.0,0,1,0,0,0,0,0.6,25,12,0,190.5,92.99,198.12,2.22,42.0,1.64,59.0,1.79,36.0,73.0,0.6,44.0,0,1,0,0,0,0,0.4,1,-2,1,-5.0800000000000125,-9.079999999999998,-15.240000000000009,0.3099999999999996,5.0,1.1900000000000002,3.0,0.7799999999999998,3.0,-16.0,0.7000000000000001,2.0,0.19999999999999996
1,19,9,1,182.88,77.11,187.96,2.5,48.0,4.18,49.0,0.85,35.0,56.0,1.4,41.0,0,1,0,0,0,0,0.8,19,11,71,177.8,77.11,182.88,0.46,33.0,12.92,9.0,0.0,0.0,0.0,0.0,40.0,0,0,0,1,0,0,0.0,0,-2,-70,5.079999999999984,0.0,5.0800000000000125,2.04,15.0,-8.74,40.0,0.85,35.0,56.0,1.4,1.0,0.8
0,19,6,0,180.34,77.11,190.5,3.26,42.0,2.77,63.0,1.93,50.0,66.0,0.3,42.0,0,1,0,0,0,0,1.0,13,5,1,182.88,77.11,190.5,3.56,35.0,3.8,57.0,1.16,19.0,82.0,0.2,40.0,0,1,0,0,0,0,0.6,6,1,-1,-2.539999999999992,0.0,0.0,-0.30000000000000027,7.0,-1.0299999999999998,6.0,0.77,31.0,-16.0,0.09999999999999998,2.0,0.4
1,37,11,1,177.8,70.31,187.96,3.23,55.0,3.05,48.0,2.29,39.0,54.0,2.6,36.0,0,1,0,0,0,0,0.6,9,6,0,172.72,65.77,175.26,2.24,44.0,2.23,50.0,1.44,26.0,58.0,0.0,37.0,0,1,0,0,0,0,0.2,28,5,1,5.0800000000000125,4.540000000000006,12.700000000000017,0.9899999999999998,11.0,0.8199999999999998,-2.0,0.8500000000000001,13.0,-4.0,2.6,-1.0,0.39999999999999997
0,13,6,0,175.26,70.31,182.88,2.56,33.0,3.61,58.0,0.44,11.0,20.0,0.9,48.0,0,1,0,0,0,0,0.3333333333333333,11,5,0,177.8,70.31,182.88,3.39,36.0,3.93,59.0,0.0,0.0,70.0,1.8,40.0,0,1,0,0,0,0,0.6,2,1,0,-2.5400000000000205,0.0,0.0,-0.8300000000000001,-3.0,-0.3200000000000003,-1.0,0.44,11.0,-50.0,-0.9,8.0,-0.26666666666666666
1,13,9,0,170.18,70.31,180.34,3.5,36.0,5.61,57.0,0.44,16.0,80.0,0.3,46.0,0,1,0,0,0,0,0.2,27,7,0,175.26,70.31,185.42,3.41,49.0,2.91,59.0,1.56,16.0,75.0,0.6,45.0,0,1,0,0,0,0,0.3333333333333333,-14,2,0,-5.079999999999984,0.0,-5.079999999999984,0.08999999999999986,-13.0,2.7,-2.0,-1.12,0.0,5.0,-0.3,1.0,-0.1333333333333333
1,28,9,0,175.26,77.11,177.8,3.13,45.0,2.67,60.0,0.98,42.0,60.0,0.5,47.0,0,0,0,1,0,0,0.6,21,12,1,177.8,70.31,177.8,3.54,47.0,3.39,57.0,0.46,28.0,57.0,0.5,40.0,0,0,0,1,0,0,0.0,7,-3,-1,-2.5400000000000205,6.799999999999997,0.0,-0.41000000000000014,-2.0,-0.7200000000000002,3.0,0.52,14.0,3.0,0.0,7.0,0.6
1,35,10,1,175.26,61.23,180.34,2.72,45.0,2.79,49.0,1.44,62.0,60.0,0.8,45.0,0,0,0,1,0,0,0.2,23,10,0,162.56,56.7,165.1,1.83,29.0,3.04,55.0,5.15,42.0,47.0,0.6,41.0,0,0,0,1,0,0,0.6,12,0,1,12.699999999999989,4.529999999999994,15.240000000000009,0.8900000000000001,16.0,-0.25,-6.0,-3.7100000000000004,20.0,13.0,0.20000000000000007,4.0,-0.39999999999999997
1,18,10,12,172.72,61.23,185.42,2.37,45.0,2.66,64.0,0.93,47.0,41.0,0.7,38.0,0,1,0,0,0,0,0.6,12,8,11,172.72,65.77,180.34,4.11,44.0,3.19,66.0,1.85,36.0,63.0,0.3,42.0,0,1,0,0,0,0,0.4,6,2,1,0.0,-4.539999999999999,5.079999999999984,-1.7400000000000002,1.0,-0.5299999999999998,-2.0,-0.92,11.0,-22.0,0.39999999999999997,-4.0,0.19999999999999996
1,21,11,0,187.96,83.91,198.12,1.93,38.0,2.63,50.0,2.0,68.0,81.0,0.9,43.0,0,1,0,0,0,0,0.6,18,4,0,180.34,77.11,185.42,3.76,42.0,3.34,58.0,0.2,20.0,75.0,0.0,34.0,0,1,0,0,0,0,0.4,3,7,0,7.6200000000000045,6.799999999999997,12.700000000000017,-1.8299999999999998,-4.0,-0.71,-8.0,1.8,48.0,6.0,0.9,9.0,0.19999999999999996
0,29,7,1,170.18,65.77,172.72,3.54,38.0,4.09,56.0,0.54,42.0,71.0,0.2,40.0,0,1,0,0,0,0,0.4,20,6,1,172.72,70.31,172.72,3.17,39.0,3.07,63.0,2.13,39.0,100.0,0.0,35.0,0,1,0,0,0,0,0.8,9,1,0,-2.539999999999992,-4.540000000000006,0.0,0.3700000000000001,-1.0,1.02,-7.0,-1.5899999999999999,3.0,-29.0,0.2,5.0,-0.4
1,34,9,1,167.64,65.77,177.8,3.78,36.0,3.9,57.0,1.49,41.0,91.0,0.5,39.0,0,1,0,0,0,0,0.2,35,11,0,167.64,61.23,170.18,2.65,40.0,2.59,64.0,1.54,30.0,58.0,0.8,46.0,0,1,0,0,0,0,0.6,-1,-2,1,0.0,4.539999999999999,7.6200000000000045,1.13,-4.0,1.31,-7.0,-0.050000000000000044,11.0,33.0,-0.30000000000000004,-7.0,-0.39999999999999997
1,32,10,0,170.18,61.23,177.8,3.65,46.0,3.81,60.0,0.47,51.0,92.0,0.1,39.0,0,1,0,0,0,0,0.6,20,8,0,172.72,65.77,180.34,3.13,47.0,2.87,57.0,1.84,33.0,46.0,0.9,43.0,0,1,0,0,0,0,1.0,12,2,0,-2.539999999999992,-4.539999999999999,-2.539999999999992,0.52,-1.0,0.94,3.0,-1.37,18.0,46.0,-0.8,-4.0,-0.4
0,18,11,0,190.5,119.75,200.66,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0,46.0,0,0,0,1,0,0,0.8,47,19,1,193.04,120.2,203.2,3.67,64.0,2.44,57.0,1.42,55.0,73.0,0.8,45.0,0,1,0,0,0,0,0.4,-29,-8,-1,-2.539999999999992,-0.45000000000000284,-2.539999999999992,-1.4899999999999998,-17.0,1.4,-19.0,0.6000000000000001,-15.0,-19.0,1.2,1.0,0.4
0,31,9,0,160.02,61.23,170.18,5.36,40.0,4.27,56.0,0.56,58.0,67.0,0.6,35.0,0,1,0,0,0,0,0.8,15,6,0,162.56,56.7,165.1,2.85,42.0,3.09,52.0,2.51,36.0,65.0,0.3,40.0,0,1,0,0,0,0,0.4,16,3,0,-2.539999999999992,4.529999999999994,5.0800000000000125,2.5100000000000002,-2.0,1.1799999999999997,4.0,-1.9499999999999997,22.0,2.0,0.3,-5.0,0.4
0,21,11,12,172.72,70.31,180.34,2.92,34.0,2.55,58.0,3.49,53.0,66.0,0.8,41.0,0,1,0,0,0,0,0.2,15,8,1,172.72,70.31,177.8,2.65,41.0,2.31,59.0,2.18,45.0,40.0,0.4,42.0,0,1,0,0,0,0,0.4,6,3,11,0.0,0.0,2.539999999999992,0.27,-7.0,0.23999999999999977,-1.0,1.31,8.0,26.0,0.4,-1.0,-0.2
0,18,9,0,172.72,70.31,172.72,5.52,49.0,4.15,68.0,0.0,0.0,86.0,0.0,40.0,0,1,0,0,0,0,0.6,15,4,1,180.34,70.31,187.96,1.82,40.0,2.95,43.0,3.01,33.0,43.0,0.3,42.0,0,0,0,1,0,0,0.6,3,5,-1,-7.6200000000000045,0.0,-15.240000000000009,3.6999999999999993,9.0,1.2000000000000002,25.0,-3.01,-33.0,43.0,-0.3,-2.0,0.0
1,17,8,0,160.02,56.7,162.56,3.35,43.0,2.23,61.0,1.11,39.0,57.0,0.8,44.0,0,0,0,1,0,0,0.8,21,8,0,167.64,56.7,170.18,2.73,28.0,3.77,63.0,3.0,45.0,36.0,0.0,40.0,0,1,0,0,0,0,0.3333333333333333,-4,0,0,-7.619999999999976,0.0,-7.6200000000000045,0.6200000000000001,15.0,-1.54,-2.0,-1.89,-6.0,21.0,0.8,4.0,0.46666666666666673
1,10,4,0,182.88,83.91,182.88,2.11,44.0,2.32,63.0,3.71,44.0,83.0,0.5,44.0,0,0,0,1,0,0,0.8,17,9,0,185.42,83.91,185.42,4.01,44.0,4.41,50.0,0.15,7.0,43.0,0.0,43.0,0,1,0,0,0,0,0.4,-7,-5,0,-2.539999999999992,0.0,-2.539999999999992,-1.9,0.0,-2.0900000000000003,13.0,3.56,37.0,40.0,0.5,1.0,0.4
1,14,7,1,177.8,70.31,177.8,4.06,40.0,4.53,61.0,0.63,18.0,74.0,0.2,39.0,0,1,0,0,0,0,1.0,18,8,0,175.26,77.11,195.58,3.88,42.0,3.6,50.0,3.18,43.0,75.0,0.8,33.0,0,1,0,0,0,0,0.6,-4,-1,1,2.5400000000000205,-6.799999999999997,-17.78,0.17999999999999972,-2.0,0.9300000000000002,11.0,-2.5500000000000003,-25.0,-1.0,-0.6000000000000001,6.0,0.4
1,11,6,0,187.96,92.99,195.58,3.36,42.0,3.44,56.0,1.02,35.0,60.0,0.0,39.0,0,1,0,0,0,0,0.4,10,4,0,190.5,83.91,198.12,3.51,23.0,5.32,57.0,0.0,0.0,58.0,0.0,34.0,0,1,0,0,0,0,0.0,1,2,0,-2.539999999999992,9.079999999999998,-2.539999999999992,-0.1499999999999999,19.0,-1.8800000000000003,-1.0,1.02,35.0,2.0,0.0,5.0,0.4
0,17,6,0,182.88,77.11,185.42,2.68,37.0,2.59,58.0,0.71,27.0,68.0,1.0,36.0,0,1,0,0,0,0,0.4,20,2,0,175.26,70.31,177.8,4.4,49.0,3.05,54.0,0.67,57.0,89.0,0.2,41.0,0,1,0,0,0,0,0.8,-3,4,0,7.6200000000000045,6.799999999999997,7.619999999999976,-1.7200000000000002,-12.0,-0.45999999999999996,4.0,0.039999999999999925,-30.0,-21.0,0.8,-5.0,-0.4
1,31,15,0,190.5,77.11,203.2,3.4,46.0,2.44,51.0,2.17,39.0,55.0,0.3,38.0,0,1,0,0,0,0,0.8,17,4,2,180.34,77.11,180.34,2.23,39.0,4.1,59.0,0.75,17.0,90.0,0.0,43.0,0,1,0,0,0,0,0.3333333333333333,14,11,-2,10.159999999999997,0.0,22.859999999999985,1.17,7.0,-1.6599999999999997,-8.0,1.42,22.0,-35.0,0.3,-5.0,0.46666666666666673
1,24,7,0,175.26,77.11,177.8,2.93,45.0,1.79,63.0,2.4,45.0,63.0,0.8,42.0,0,0,0,1,0,0,0.8,22,9,1,177.8,70.31,180.34,2.59,47.0,2.12,64.0,1.92,39.0,54.0,1.3,47.0,0,1,0,0,0,0,0.4,2,-2,-1,-2.5400000000000205,6.799999999999997,-2.539999999999992,0.3400000000000003,-2.0,-0.33000000000000007,-1.0,0.48,6.0,9.0,-0.5,-5.0,0.4
1,20,5,0,193.04,108.86,203.2,4.67,52.0,4.01,52.0,1.74,34.0,65.0,0.0,43.0,0,1,0,0,0,0,0.8,17,11,0,187.96,109.77,193.04,2.12,45.0,2.94,57.0,2.8,39.0,66.0,1.1,46.0,0,1,0,0,0,0,0.0,3,-6,0,5.079999999999984,-0.9099999999999966,10.159999999999997,2.55,7.0,1.0699999999999998,-5.0,-1.0599999999999998,-5.0,-1.0,-1.1,-3.0,0.8
1,36,17,2,185.42,70.31,185.42,4.41,46.0,4.48,53.0,1.16,33.0,73.0,1.2,43.0,0,1,0,0,0,0,0.4,28,9,0,177.8,70.31,182.88,1.8,38.0,2.14,65.0,0.83,80.0,81.0,0.4,43.0,0,0,0,1,0,0,0.6,8,8,2,7.619999999999976,0.0,2.539999999999992,2.6100000000000003,8.0,2.3400000000000003,-12.0,0.32999999999999996,-47.0,-8.0,0.7999999999999999,0.0,-0.19999999999999996
0,29,12,0,177.8,65.77,180.34,3.4,38.0,3.34,51.0,2.87,34.0,56.0,1.1,41.0,0,1,0,0,0,0,0.4,29,22,1,175.26,70.31,180.34,3.15,40.0,3.14,58.0,1.11,38.0,62.0,0.4,39.0,0,1,0,0,0,0,0.4,0,-10,-1,2.5400000000000205,-4.540000000000006,0.0,0.25,-2.0,0.19999999999999973,-7.0,1.76,-4.0,-6.0,0.7000000000000001,2.0,0.0
1,21,15,1,177.8,65.77,185.42,4.21,49.0,3.09,62.0,0.54,68.0,64.0,0.7,37.0,0,0,0,1,0,0,0.8,18,5,0,167.64,56.7,175.26,3.88,37.0,2.91,65.0,0.85,40.0,67.0,0.4,32.0,0,1,0,0,0,0,0.8,3,10,1,10.160000000000025,9.069999999999993,10.159999999999997,0.33000000000000007,12.0,0.17999999999999972,-3.0,-0.30999999999999994,28.0,-3.0,0.29999999999999993,5.0,0.0
1,24,16,1,170.18,61.23,175.26,3.4,29.0,3.76,68.0,0.34,33.0,86.0,0.1,41.0,0,1,0,0,0,0,0.6,20,11,0,170.18,61.23,172.72,3.06,41.0,2.93,62.0,1.94,60.0,82.0,0.1,46.0,0,1,0,0,0,0,0.4,4,5,1,0.0,0.0,2.539999999999992,0.33999999999999986,-12.0,0.8299999999999996,6.0,-1.5999999999999999,-27.0,4.0,0.0,-5.0,0.19999999999999996
0,19,9,0,175.26,61.23,182.88,2.72,28.0,5.51,64.0,0.0,0.0,0.0,0.0,39.0,0,1,0,0,0,0,0.0,8,4,0,167.64,61.23,170.18,3.05,38.0,3.2,57.0,0.22,6.0,50.0,0.0,43.0,0,1,0,0,0,0,0.4,11,5,0,7.6200000000000045,0.0,12.699999999999989,-0.3299999999999996,-10.0,2.3099999999999996,7.0,-0.22,-6.0,-50.0,0.0,-4.0,-0.4
1,18,10,1,172.72,70.31,182.88,2.88,38.0,2.98,57.0,2.04,41.0,60.0,0.2,40.0,0,0,0,0,1,0,0.8,10,5,0,177.8,70.31,177.8,1.68,39.0,2.99,53.0,2.58,27.0,0.0,1.0,44.0,0,1,0,0,0,0,0.3333333333333333,8,5,1,-5.0800000000000125,0.0,5.079999999999984,1.2,-1.0,-0.010000000000000231,4.0,-0.54,14.0,60.0,-0.8,-4.0,0.46666666666666673
1,17,7,1,182.88,77.11,185.42,3.53,39.0,2.42,57.0,1.37,20.0,38.0,0.7,45.0,0,1,0,0,0,0,0.4,10,5,0,185.42,77.11,187.96,3.2,39.0,4.13,64.0,0.96,33.0,75.0,0.5,36.0,0,1,0,0,0,0,0.0,7,2,1,-2.539999999999992,0.0,-2.5400000000000205,0.3299999999999996,0.0,-1.71,-7.0,0.41000000000000014,-13.0,-37.0,0.19999999999999996,9.0,0.4
0,13,10,1,195.58,113.4,195.58,3.05,39.0,3.33,54.0,0.29,28.0,70.0,0.1,42.0,0,0,0,1,0,0,0.4,31,11,0,190.5,92.99,195.58,4.36,54.0,2.59,47.0,2.05,37.0,53.0,1.2,34.0,0,1,0,0,0,0,0.4,-18,-1,1,5.0800000000000125,20.41000000000001,0.0,-1.3100000000000005,-15.0,0.7400000000000002,7.0,-1.7599999999999998,-9.0,17.0,-1.0999999999999999,8.0,0.0
1,16,6,0,190.5,83.91,195.58,4.1,49.0,2.68,53.0,0.7,29.0,65.0,1.0,41.0,0,0,0,1,0,0,0.8,13,5,1,180.34,83.91,185.42,2.19,35.0,2.73,54.0,0.4,42.0,65.0,0.3,46.0,0,1,0,0,0,0,0.4,3,1,-1,10.159999999999997,0.0,10.160000000000025,1.9099999999999997,14.0,-0.04999999999999982,-1.0,0.29999999999999993,-13.0,0.0,0.7,-5.0,0.4
0,18,6,1,180.34,77.11,182.88,3.53,46.0,2.74,63.0,0.27,42.0,79.0,0.1,39.0,0,1,0,0,0,0,0.6,21,13,0,185.42,83.91,187.96,3.41,43.0,3.32,54.0,0.7,26.0,80.0,0.0,38.0,0,1,0,0,0,0,0.6,-3,-7,1,-5.079999999999984,-6.799999999999997,-5.0800000000000125,0.11999999999999966,3.0,-0.5799999999999996,9.0,-0.42999999999999994,16.0,-1.0,0.1,1.0,0.0
1,18,5,0,167.64,61.23,170.18,5.09,41.0,3.47,62.0,1.56,30.0,77.0,0.8,40.0,0,1,0,0,0,0,1.0,13,6,0,167.64,61.23,177.8,3.51,37.0,4.28,61.0,0.75,22.0,66.0,0.0,42.0,0,0,0,1,0,0,0.2,5,-1,0,0.0,0.0,-7.6200000000000045,1.58,4.0,-0.81,1.0,0.81,8.0,11.0,0.8,-2.0,0.8
1,13,5,0,182.88,83.91,185.42,3.44,49.0,3.05,60.0,1.57,30.0,78.0,0.0,49.0,0,0,0,1,0,0,0.8,23,9,0,185.42,83.91,195.58,3.51,47.0,3.05,51.0,3.14,33.0,85.0,0.6,42.0,0,0,0,1,0,0,0.6,-10,-4,0,-2.539999999999992,0.0,-10.160000000000025,-0.06999999999999984,2.0,0.0,9.0,-1.57,-3.0,-7.0,-0.6,7.0,0.20000000000000007
1,19,7,0,167.64,56.7,167.64,2.57,43.0,2.55,56.0,0.62,23.0,44.0,1.1,42.0,0,1,0,0,0,0,0.6,19,8,0,165.1,56.7,165.1,2.94,44.0,2.17,56.0,3.01,36.0,52.0,0.1,37.0,0,1,0,0,0,0,0.4,0,-1,0,2.539999999999992,0.0,2.539999999999992,-0.3700000000000001,-1.0,0.3799999999999999,0.0,-2.3899999999999997,-13.0,-8.0,1.0,5.0,0.19999999999999996
1,21,11,1,185.42,65.77,185.42,3.0,33.0,3.88,59.0,0.6,36.0,38.0,1.8,42.0,0,1,0,0,0,0,0.4,15,8,0,172.72,65.77,170.18,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9,40.0,0,1,0,0,0,0,0.2,6,3,1,12.699999999999989,0.0,15.23999999999998,0.54,0.0,0.33000000000000007,0.0,-0.85,-7.0,-32.0,0.9,2.0,0.2
1,9,6,0,180.34,70.31,190.5,3.05,44.0,1.62,62.0,5.32,62.0,55.0,1.1,38.0,0,1,0,0,0,0,0.4,9,5,0,177.8,70.31,177.8,2.68,42.0,3.32,51.0,2.14,26.0,27.0,1.0,43.0,0,1,0,0,0,0,0.2,0,1,0,2.539999999999992,0.0,12.699999999999989,0.36999999999999966,2.0,-1.6999999999999997,11.0,3.18,36.0,28.0,0.10000000000000009,-5.0,0.2
0,16,7,1,172.72,70.31,177.8,5.56,47.0,5.6,45.0,0.2,12.0,58.0,0.0,48.0,0,1,0,0,0,0,0.3333333333333333,13,3,0,180.34,70.31,185.42,3.67,49.0,2.97,51.0,1.62,38.0,85.0,0.2,39.0,0,1,0,0,0,0,0.5,3,4,1,-7.6200000000000045,0.0,-7.619999999999976,1.8899999999999997,-2.0,2.6299999999999994,-6.0,-1.4200000000000002,-26.0,-27.0,-0.2,9.0,-0.16666666666666669
1,15,10,0,190.5,83.91,190.5,3.29,55.0,3.31,51.0,1.7,32.0,60.0,0.7,45.0,0,1,0,0,0,0,0.4,4,6,0,187.96,83.91,182.88,1.9,35.0,3.67,53.0,0.95,100.0,87.0,0.0,45.0,0,1,0,0,0,0,0.0,11,4,0,2.539999999999992,0.0,7.6200000000000045,1.3900000000000001,20.0,-0.3599999999999999,-2.0,0.75,-68.0,-27.0,0.7,0.0,0.4
0,9,5,0,165.1,56.7,165.1,3.81,32.0,5.72,59.0,4.21,58.0,75.0,0.0,40.0,0,1,0,0,0,0,0.0,17,9,0,175.26,61.23,172.72,4.67,47.0,4.11,53.0,1.69,35.0,32.0,1.8,34.0,0,1,0,0,0,0,0.6,-8,-4,0,-10.159999999999997,-4.529999999999994,-7.6200000000000045,-0.8599999999999999,-15.0,1.6099999999999994,6.0,2.52,23.0,43.0,-1.8,6.0,-0.6
1,14,5,0,177.8,70.31,182.88,3.78,46.0,3.17,54.0,2.5,51.0,31.0,0.2,43.0,0,1,0,0,0,0,0.6,7,3,0,182.88,70.31,182.88,3.72,48.0,4.04,46.0,0.0,0.0,27.0,0.9,45.0,0,1,0,0,0,0,0.0,7,2,0,-5.079999999999984,0.0,0.0,0.05999999999999961,-2.0,-0.8700000000000001,8.0,2.5,51.0,4.0,-0.7,-2.0,0.6
0,19,8,0,177.8,70.31,177.8,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0,45.0,0,1,0,0,0,0,0.6,23,8,1,177.8,70.31,182.88,3.78,49.0,2.62,57.0,2.11,38.0,82.0,0.8,36.0,0,0,0,1,0,0,0.8,-4,0,-1,0.0,0.0,-5.079999999999984,-2.26,7.0,-1.07,-11.0,2.1200000000000006,4.0,-10.0,-0.8,9.0,-0.20000000000000007
1,16,7,0,177.8,77.11,177.8,4.05,47.0,3.06,62.0,0.52,36.0,84.0,0.1,39.0,0,0,0,0,1,0,0.2,13,7,1,190.5,77.11,195.58,4.45,41.0,5.07,51.0,0.23,100.0,73.0,0.2,41.0,0,1,0,0,0,0,0.2,3,0,-1,-12.699999999999989,0.0,-17.78,-0.40000000000000036,6.0,-2.0100000000000002,11.0,0.29000000000000004,-64.0,11.0,-0.1,-2.0,0.0
1,36,11,2,170.18,65.77,175.26,2.04,44.0,2.01,50.0,3.63,48.0,63.0,1.1,47.0,0,1,0,0,0,0,0.4,14,8,0,175.26,65.77,177.8,3.18,61.0,2.14,56.0,1.33,55.0,52.0,0.0,36.0,0,1,0,0,0,0,0.0,22,3,2,-5.079999999999984,0.0,-2.5400000000000205,-1.1400000000000001,-17.0,-0.13000000000000034,-6.0,2.3,-7.0,11.0,1.1,11.0,0.4
1,18,7,21,177.8,77.11,180.34,1.87,44.0,3.92,41.0,1.59,20.0,28.0,0.3,45.0,0,1,0,0,0,0,0.5,13,6,1,180.34,77.11,182.88,3.92,50.0,4.8,41.0,0.0,0.0,100.0,0.0,43.0,0,1,0,0,0,0,0.0,5,1,20,-2.539999999999992,0.0,-2.539999999999992,-2.05,-6.0,-0.8799999999999999,0.0,1.59,20.0,-72.0,0.3,2.0,0.5
1,19,11,1,175.26,61.23,185.42,3.13,47.0,3.32,54.0,1.97,50.0,68.0,0.8,38.0,0,1,0,0,0,0,0.6,30,18,111,165.1,61.23,182.88,0.14,33.0,4.68,30.0,0.0,0.0,0.0,0.0,41.0,0,1,0,0,0,0,0.4109192890442891,-11,-7,-110,10.159999999999997,0.0,2.539999999999992,2.9899999999999998,14.0,-1.3599999999999999,24.0,1.97,50.0,68.0,0.8,-3.0,0.18908071095571088
1,27,9,0,180.34,70.31,175.26,6.91,48.0,4.61,58.0,0.23,53.0,81.0,0.3,34.0,0,1,0,0,0,0,0.8,34,13,0,193.04,65.77,182.88,4.43,27.0,9.93,46.0,0.0,0.0,0.0,0.0,35.0,0,0,0,0,1,0,0.4109192890442891,-7,-4,0,-12.699999999999989,4.540000000000006,-7.6200000000000045,2.4800000000000004,21.0,-5.319999999999999,12.0,0.23,53.0,81.0,0.3,-1.0,0.38908071095571095
1,24,8,2,172.72,65.77,167.64,2.64,40.0,2.47,61.0,1.88,75.0,76.0,0.8,44.0,0,1,0,0,0,0,0.25,18,4,0,190.5,70.31,182.88,1.48,28.0,2.09,51.0,1.36,20.0,33.0,0.0,41.0,0,1,0,0,0,0,0.0,6,4,2,-17.78,-4.540000000000006,-15.240000000000009,1.1600000000000001,12.0,0.38000000000000034,10.0,0.5199999999999998,55.0,43.0,0.8,3.0,0.25
1,4,1,0,170.18,61.23,170.18,1.1,60.0,2.45,49.0,3.38,81.0,0.0,0.0,39.0,0,1,0,0,0,0,0.5,5,1,0,180.34,61.23,182.88,1.67,69.0,0.53,33.0,0.0,0.0,14.0,2.0,48.0,0,1,0,0,0,0,0.4109192890442891,-1,0,0,-10.159999999999997,0.0,-12.699999999999989,-0.5699999999999998,-9.0,1.9200000000000002,16.0,3.38,81.0,-14.0,-2.0,-9.0,0.0890807109557109
1,27,6,0,175.26,70.31,185.42,2.98,39.0,3.03,64.0,1.34,63.0,88.0,0.0,37.0,0,1,0,0,0,0,0.8,18,10,0,175.26,70.31,180.34,2.72,38.0,2.07,66.0,0.49,33.0,57.0,0.5,43.0,0,0,0,0,1,0,0.5,9,-4,0,0.0,0.0,5.079999999999984,0.2599999999999998,1.0,0.96,-2.0,0.8500000000000001,30.0,31.0,-0.5,-6.0,0.30000000000000004
1,11,3,0,170.18,61.23,180.34,1.33,21.0,3.82,51.0,0.93,37.0,50.0,2.2,36.0,0,1,0,0,0,0,0.5,8,5,0,167.64,56.7,170.18,2.99,38.0,4.14,51.0,3.2,83.0,55.0,1.9,38.0,0,1,0,0,0,0,0.3333333333333333,3,-2,0,2.5400000000000205,4.529999999999994,10.159999999999997,-1.6600000000000001,-17.0,-0.31999999999999984,0.0,-2.27,-46.0,-5.0,0.30000000000000027,-2.0,0.16666666666666669
